longitude,latitude,habitat_richness,NDVI,ALBH-AL-BH-NI,ALBH-AL-BH-VI,ALBH-AL-BH-BB,ALDH-AL-DH-BB,ALDH-AL-DH-NI,FAPAR300-RT0-FAPAR,GDMP300-RT0-GDMP,LAI300-RT0-LAI,SWI1km-SWI-002,SWI1km-SWI-100,SWI1km-SWI-040,SWI1km-SWI-005,SWI1km-SWI-010,SWI1km-SWI-060,SWI1km-SWI-015,SWI1km-SWI-020,TOCR-REF-NOR-BLUE,TOCR-REF-NOR-NIR,TOCR-REF-NOR-SWIR,TOCR-REF-NOR-RED,FCOVER300-RT0-FCOVER,ALDH-AL-DH-VI,DMP300-RT0-DMP,d2m,t2m,fal,lai_hv,lai_lv,src,skt,stl1,stl2,stl3,stl4,slhf,ssr,str,sp,ssrd,strd,tp,swvl1,swvl2,swvl3,swvl4
3.64,44.44,0.41398227,196.08333333333331,1228.0,980.0,1739.0,2156.0,961.0,17.0,1614.083333333333,8.5,136.0,160.0,148.0,175.0,143.0,137.0,138.0,198.0,303.0,435.0,4.0,10.0,92.25,318.0,1614.083333333333,278.72794,283.85983,0.14843166,2.368163,2.3598037,8.64119e-05,284.0331,284.1869,283.8686,283.01352,281.6698,-5679411.5,14614328.0,-5586024.5,90533.5,17222504.0,26263756.0,0.0022239035,0.3184684,0.32415822,0.3368679,0.39058274
3.64,44.44,0.41398227,196.08333333333331,1228.0,980.0,1739.0,2156.0,961.0,17.0,1614.083333333333,8.5,136.0,160.0,148.0,175.0,143.0,137.0,138.0,198.0,303.0,435.0,4.0,10.0,92.25,318.0,1614.083333333333,278.72794,283.85983,0.14843166,2.368163,2.3598037,8.64119e-05,284.0331,284.1869,283.8686,283.01352,281.6698,-5679411.5,14614328.0,-5586024.5,90533.5,17222504.0,26263756.0,0.0022239035,0.3184684,0.32415822,0.3368679,0.39058274
3.6,44.46,0.41398227,176.77777777777774,1213.0,971.0,1594.0,1881.0,955.0,22.33333333333333,1559.2222222222224,8.0,124.0,148.0,136.0,175.0,131.0,125.0,126.0,198.0,247.0,367.0,17.0,12.0,82.44444444444444,306.0,1559.2222222222224,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.6,44.47,0.41930556,161.16666666666666,1235.0,985.0,1507.0,1962.0,962.0,81.0,1378.083333333333,2.5,139.0,168.0,153.0,175.0,147.0,140.0,142.0,198.0,275.0,412.0,8.0,3.0,78.91666666666667,196.0,1378.083333333333,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.6,44.5,0.41930556,177.83333333333337,1218.5,973.5,1831.5,2445.5,956.0,49.0,1297.9166666666667,5.5,132.0,163.0,150.0,175.0,144.0,134.0,138.0,198.0,369.0,484.0,29.0,2.5,82.08333333333333,243.0,1297.9166666666667,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.6,44.51,0.3353915,160.33333333333334,1206.0,965.0,1854.0,2545.0,953.0,33.0,1349.3333333333333,7.0,124.0,153.0,143.0,175.0,138.0,127.0,131.0,198.0,422.0,461.0,18.0,5.0,81.55555555555556,252.0,1349.3333333333333,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.6,44.51,0.41930556,160.33333333333334,1206.0,965.0,1854.0,2545.0,953.0,33.0,1349.3333333333333,7.0,124.0,153.0,143.0,175.0,138.0,127.0,131.0,198.0,422.0,461.0,18.0,5.0,81.55555555555556,252.0,1349.3333333333333,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.6,44.54,0.3353915,194.22222222222226,1223.0,977.0,1892.0,2438.0,959.0,22.33333333333333,1398.111111111111,8.0,130.5,160.5,150.5,175.0,144.5,133.5,137.5,198.0,349.0,458.0,27.0,1.0,92.0,305.0,1398.111111111111,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.61,44.46,0.41398227,186.83333333333331,1213.0,971.0,1458.0,1901.0,955.0,1.0,1678.333333333333,10.0,127.0,154.0,141.0,175.0,135.0,128.0,130.0,198.0,272.0,381.0,13.0,3.0,97.75,214.0,1678.333333333333,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.61,44.47,0.41398227,180.8125,1239.0,988.0,1332.0,1744.0,964.0,55.0,1450.1875,4.9375,128.0,156.0,143.0,175.0,137.0,130.0,132.0,198.0,276.0,379.0,7.0,3.0,78.875,169.0,1450.1875,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.61,44.48,0.41930556,173.33333333333337,1238.0,986.0,1587.0,2128.0,963.0,81.0,1206.25,2.5,133.0,164.0,149.0,175.0,143.0,135.0,137.0,198.0,263.0,447.0,18.0,13.0,70.16666666666667,168.0,1206.25,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.61,44.49,0.41930556,182.41666666666663,1238.0,987.0,1720.0,2143.0,964.0,89.0,1362.9166666666667,1.75,132.0,162.0,147.0,175.0,141.0,134.0,136.0,198.0,231.0,470.0,34.0,20.0,72.75,337.0,1362.9166666666667,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.61,44.52,0.3353915,178.5,1223.0,977.0,1830.0,2335.0,959.0,73.0,1395.625,3.25,134.0,158.0,149.0,175.0,144.0,136.0,138.0,198.0,344.0,458.0,7.0,2.0,95.125,300.0,1395.625,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.61,44.53,0.3353915,180.0,1225.0,978.0,1989.0,2549.0,959.0,1.0,1520.0,10.0,130.0,152.0,145.0,175.0,140.0,132.0,135.0,198.0,347.0,437.0,18.0,5.0,101.5,357.0,1520.0,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.62,44.46,0.41398227,187.44444444444446,1216.0,972.0,1589.0,2053.0,955.0,65.0,1715.5555555555554,4.0,132.5,156.5,145.5,175.0,140.0,133.0,135.5,198.0,310.0,429.0,14.0,5.0,102.33333333333331,213.0,1715.5555555555554,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.62,44.47,0.41398227,196.41666666666663,1219.0,975.0,1344.0,1838.0,957.0,49.0,1683.083333333333,5.5,128.0,159.0,144.0,175.0,138.0,130.0,132.0,198.0,245.0,397.0,24.0,14.0,92.08333333333331,171.0,1683.083333333333,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.62,44.48,0.41930556,206.33333333333331,1240.0,988.0,1394.0,1857.0,964.0,86.33333333333331,1550.5555555555554,2.0,131.5,160.0,147.0,175.0,141.0,133.0,135.0,198.0,240.0,415.0,5.0,5.0,89.66666666666669,155.0,1550.5555555555554,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.62,44.49,0.41930556,194.88888888888889,1224.0,978.0,1506.0,2019.0,958.0,65.0,1585.5555555555554,4.0,133.0,162.5,149.5,175.0,143.5,135.0,137.5,198.0,223.0,435.0,12.0,2.0,80.8888888888889,175.0,1585.5555555555554,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.62,44.5,0.41930556,159.25,1211.5,969.0,1908.0,2539.5,954.0,9.0,1540.666666666667,9.25,126.5,156.5,145.0,175.0,138.5,128.5,132.5,198.0,372.5,440.0,25.5,3.0,82.16666666666667,285.0,1540.666666666667,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.63,44.47,0.41398227,185.1875,1235.0,985.0,1789.0,2099.0,963.0,55.0,1719.625,4.9375,130.0,154.0,145.0,175.0,139.0,131.0,134.0,198.0,304.0,447.0,14.0,5.0,96.9375,419.0,1719.625,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.63,44.48,0.41930556,190.16666666666663,1241.0,989.0,1474.0,1933.0,965.0,73.0,1651.083333333333,3.25,132.0,152.0,143.0,175.0,138.0,133.0,135.0,198.0,247.0,426.0,6.0,6.0,91.25,254.0,1651.083333333333,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.63,44.49,0.41930556,198.25,1222.0,976.0,1464.0,2050.0,958.0,49.0,1701.75,5.5,133.0,150.0,145.0,175.0,140.0,134.0,136.0,198.0,240.0,430.0,31.0,20.0,94.66666666666669,164.0,1701.75,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.63,44.5,0.41930556,176.6875,1207.0,966.5,1924.5,2598.5,954.0,43.0,1345.1875,6.0625,128.0,147.0,142.0,175.0,137.0,129.0,132.0,198.0,365.0,447.5,24.5,2.5,81.5625,270.0,1345.1875,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.63,44.52,0.3353915,182.875,1229.0,981.0,1744.0,2140.0,961.0,61.0,1290.375,4.375,132.0,157.0,149.0,175.0,144.0,134.0,137.0,198.0,365.0,437.0,6.0,3.0,84.1875,306.0,1290.375,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.63,44.53,0.3353915,184.41666666666663,1234.0,984.0,1594.0,2087.0,961.0,57.0,1334.4166666666667,4.75,132.0,161.0,150.0,175.0,144.0,134.0,137.0,198.0,371.0,457.0,18.0,1.0,92.33333333333331,279.0,1334.4166666666667,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.63,44.53,0.3353915,184.41666666666663,1234.0,984.0,1594.0,2087.0,961.0,57.0,1334.4166666666667,4.75,132.0,161.0,150.0,175.0,144.0,134.0,137.0,198.0,371.0,457.0,18.0,1.0,92.33333333333331,279.0,1334.4166666666667,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.64,44.48,0.41930556,178.88888888888889,1243.0,990.0,1605.0,2091.0,966.0,86.33333333333331,1470.0,2.0,129.0,155.0,143.0,175.0,137.0,130.0,133.0,198.0,299.0,453.0,12.0,13.0,80.33333333333333,354.0,1470.0,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.64,44.49,0.41930556,186.88888888888889,1239.0,987.0,1718.0,2179.0,964.0,75.66666666666667,1575.5555555555554,3.0,133.0,154.0,145.0,175.0,140.0,134.0,136.0,198.0,266.0,463.0,24.0,19.0,87.55555555555556,321.0,1575.5555555555554,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.64,44.5,0.41930556,170.41666666666666,1226.0,977.5,1893.0,2507.5,958.5,33.0,1497.5,7.0,128.0,152.0,144.0,175.0,138.0,130.0,132.0,198.0,366.0,473.5,14.5,3.5,82.16666666666667,285.0,1497.5,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.64,44.53,0.3353915,170.11111111111111,1233.0,982.0,1854.0,2355.0,962.0,54.33333333333334,1454.888888888889,5.0,132.0,162.0,151.0,175.0,145.0,135.0,138.0,198.0,381.0,456.0,22.0,1.0,84.55555555555556,290.0,1454.888888888889,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.64,44.54,0.3353915,164.22222222222226,1213.0,969.0,1763.0,2440.0,954.0,22.33333333333333,1655.4444444444446,8.0,132.0,163.0,153.0,175.0,146.5,135.5,139.5,198.0,478.0,504.0,19.0,3.0,97.88888888888887,287.0,1655.4444444444446,278.23962,283.19366,0.13840663,2.169603,0.17847204,7.82722e-05,283.51947,283.61166,283.30212,282.45547,281.20715,-5222216.5,14749185.0,-5526547.5,89348.58,17192294.0,26096566.0,0.0022509675,0.419973,0.41891643,0.431635,0.47395712
3.6,44.55,0.3353915,174.75,1233.0,984.0,1564.0,2047.0,961.0,17.0,1635.0,8.5,135.0,161.0,153.0,175.0,147.0,137.0,140.0,198.0,332.0,443.0,11.0,2.0,94.58333333333331,250.0,1635.0,277.93054,282.84155,0.13539678,2.2621925,0.007769823,8.593676e-05,283.09097,283.16052,282.86322,282.0365,280.70328,-5477143.5,14794324.0,-5417246.5,88722.11,17141568.0,26022198.0,0.002252131,0.33782813,0.33476064,0.3445476,0.3911416
3.6,44.56,0.3353915,176.0,1240.0,987.0,1612.0,2135.0,964.0,22.33333333333333,1637.7777777777776,8.0,137.0,161.0,155.0,175.0,150.0,140.0,144.0,198.0,358.0,452.0,10.0,1.0,100.77777777777777,263.0,1637.7777777777776,277.93054,282.84155,0.13539678,2.2621925,0.007769823,8.593676e-05,283.09097,283.16052,282.86322,282.0365,280.70328,-5477143.5,14794324.0,-5417246.5,88722.11,17141568.0,26022198.0,0.002252131,0.33782813,0.33476064,0.3445476,0.3911416
3.6,44.58,0.3353915,195.75,1232.5,983.0,1696.0,2188.5,961.0,41.0,1305.8333333333333,6.25,142.0,166.0,160.0,175.0,155.0,145.0,148.0,198.0,367.0,454.5,17.5,2.5,87.66666666666669,291.0,1305.8333333333333,277.93054,282.84155,0.13539678,2.2621925,0.007769823,8.593676e-05,283.09097,283.16052,282.86322,282.0365,280.70328,-5477143.5,14794324.0,-5417246.5,88722.11,17141568.0,26022198.0,0.002252131,0.33782813,0.33476064,0.3445476,0.3911416
3.6,44.61,0.2656396,192.5,1238.0,986.0,1469.0,1897.0,963.0,41.0,1672.583333333333,6.25,143.0,163.0,160.0,175.0,156.0,146.0,149.0,198.0,319.0,448.0,5.0,4.0,100.5,246.0,1672.583333333333,277.93054,282.84155,0.13539678,2.2621925,0.007769823,8.593676e-05,283.09097,283.16052,282.86322,282.0365,280.70328,-5477143.5,14794324.0,-5417246.5,88722.11,17141568.0,26022198.0,0.002252131,0.33782813,0.33476064,0.3445476,0.3911416
3.6,44.63,0.2656396,182.66666666666663,1240.0,988.0,1579.0,2074.0,964.0,25.0,1441.333333333333,7.75,141.0,159.0,158.0,175.0,154.0,143.0,147.0,198.0,337.0,489.0,12.0,4.0,101.16666666666669,285.0,1441.333333333333,277.93054,282.84155,0.13539678,2.2621925,0.007769823,8.593676e-05,283.09097,283.16052,282.86322,282.0365,280.70328,-5477143.5,14794324.0,-5417246.5,88722.11,17141568.0,26022198.0,0.002252131,0.33782813,0.33476064,0.3445476,0.3911416
3.6,44.64,0.2656396,201.88888888888889,1240.0,988.0,1449.0,1861.0,964.0,43.66666666666666,1561.111111111111,6.0,142.0,164.0,161.0,175.0,156.0,145.0,149.0,198.0,296.0,494.0,13.0,15.0,104.66666666666669,240.0,1561.111111111111,277.93054,282.84155,0.13539678,2.2621925,0.007769823,8.593676e-05,283.09097,283.16052,282.86322,282.0365,280.70328,-5477143.5,14794324.0,-5417246.5,88722.11,17141568.0,26022198.0,0.002252131,0.33782813,0.33476064,0.3445476,0.3911416
3.61,44.55,0.3353915,197.8125,1238.0,987.0,1534.0,1994.0,963.0,19.0,1472.25,8.3125,136.0,160.0,153.0,175.0,148.0,139.0,142.0,198.0,297.0,457.0,16.0,4.0,97.3125,253.0,1472.25,277.93054,282.84155,0.13539678,2.2621925,0.007769823,8.593676e-05,283.09097,283.16052,282.86322,282.0365,280.70328,-5477143.5,14794324.0,-5417246.5,88722.11,17141568.0,26022198.0,0.002252131,0.33782813,0.33476064,0.3445476,0.3911416
3.61,44.56,0.3353915,173.16666666666663,1236.0,985.0,1752.0,2334.0,962.0,33.0,1641.583333333333,7.0,134.0,160.0,154.0,175.0,148.0,137.0,141.0,198.0,380.0,477.0,23.0,2.0,98.5,302.0,1641.583333333333,277.93054,282.84155,0.13539678,2.2621925,0.007769823,8.593676e-05,283.09097,283.16052,282.86322,282.0365,280.70328,-5477143.5,14794324.0,-5417246.5,88722.11,17141568.0,26022198.0,0.002252131,0.33782813,0.33476064,0.3445476,0.3911416
3.61,44.59,0.3353915,186.5,1238.0,987.0,1488.0,1937.0,963.0,33.0,1326.6666666666667,7.0,140.0,161.0,158.0,175.0,153.0,143.0,146.0,198.0,313.0,421.0,5.0,2.0,86.66666666666669,269.0,1326.6666666666667,277.93054,282.84155,0.13539678,2.2621925,0.007769823,8.593676e-05,283.09097,283.16052,282.86322,282.0365,280.70328,-5477143.5,14794324.0,-5417246.5,88722.11,17141568.0,26022198.0,0.002252131,0.33782813,0.33476064,0.3445476,0.3911416
3.61,44.61,0.2656396,186.875,1234.0,984.0,1785.0,2306.0,962.0,79.0,1461.75,2.6875,144.0,165.0,162.0,175.0,157.0,147.0,150.0,198.0,383.0,455.0,12.0,1.0,93.375,321.0,1461.75,277.93054,282.84155,0.13539678,2.2621925,0.007769823,8.593676e-05,283.09097,283.16052,282.86322,282.0365,280.70328,-5477143.5,14794324.0,-5417246.5,88722.11,17141568.0,26022198.0,0.002252131,0.33782813,0.33476064,0.3445476,0.3911416
